        t [s]          omega [1/s]
       16.739              1.93896
       16.770              2.02731
       16.802              1.89404
       16.834              2.04959
       16.866              1.95529
       16.898              1.98490
       16.929              2.00063
       16.960              2.11129
       16.991              1.93770
       17.023              1.99208
       17.054              1.99643
       17.086              1.98890
       17.117              1.97872
       17.149              2.00798
       17.180              2.01895
       17.211              2.06239
       17.242              2.03744
       17.273              2.02566
       17.304              1.96931
       17.336              2.00636
       17.367              2.01743
       17.398              2.01814
       17.429              2.03291
       17.460              2.03451
       17.491              2.05385
       17.521              2.06659
       17.552              2.04523
       17.583              2.00411
       17.614              2.02709
       17.645              2.07719
       17.675              2.05273
       17.706              2.04216
       17.736              2.07655
       17.766              2.08975
       17.797              2.06051

