        t [s]          omega [1/s]
       10.065              2.69211
       10.088              2.62867
       10.112              2.67024
       10.135              2.75250
       10.158              2.69637
       10.182              2.56983
       10.206              2.81165
       10.228              2.68998
       10.252              2.73144
       10.274              2.78491
       10.297              2.74153
       10.320              2.65907
       10.343              2.79759
       10.366              2.68103
       10.389              2.76356
       10.411              3.00179
       10.433              2.70805
       10.457              2.58882
       10.481              2.74745
       10.503              2.80681
       10.526              2.76234
       10.548              2.80229
       10.571              2.80660
       10.593              2.84883
       10.615              2.83044
       10.638              2.76631
       10.660              2.80607
       10.682              2.84548
       10.705              2.84278
       10.727              2.77944
       10.749              2.79352
       10.772              2.88068
       10.794              2.85806
       10.815              2.86439
       10.838              2.81767
       10.860              2.89582
       10.881              2.97948
       10.903              2.75432
       10.925              2.92988
       10.946              2.97830
       10.968              2.89918
       10.989              3.02969
       11.010              2.94265
       11.032              2.87494
       11.053              2.94438
       11.075              2.90232
       11.096              3.02847
       11.117              2.92417
       11.138              2.92816
       11.160              2.90908
       11.181              2.98994
       11.202              2.97310
       11.223              3.03178
       11.244              2.95459
       11.265              2.99783
       11.286              3.01932
       11.307              3.03362
       11.328              2.95168
       11.349              3.08899
       11.370              2.88456
       11.391              3.12452
       11.411              2.98043
       11.432              3.02761
       11.453              3.05090
       11.473              3.22049
       11.493              2.95926
       11.514              3.04026
       11.535              3.04954
       11.556              3.03915
       11.576              3.02310
       11.597              3.07064
       11.617              3.08657
       11.638              3.15423
       11.658              3.11854
       11.678              3.09703
       11.698              3.01641
       11.719              3.07052
       11.739              3.08810
       11.760              3.09115
       11.780              3.11130
       11.800              3.11699
       11.820              3.14510
       11.840              3.16689
       11.860              3.12569
       11.880              3.07467
       11.901              3.10074

