     Èas [s]    Napìtí [V]
     170,297  8,07800E-004
     170,547  8,12800E-004
     170,813  8,16100E-004
     171,063  8,14400E-004
     171,329  8,19100E-004
     171,579  8,25700E-004
     171,844  8,31000E-004
     172,094  8,39000E-004
     172,360  8,40400E-004
     172,610  8,49600E-004
     172,875  8,54600E-004
     173,125  8,54300E-004
     173,391  8,55500E-004
     173,641  8,61400E-004
     173,907  8,62500E-004
     174,157  8,62400E-004
     174,422  8,63800E-004
     174,672  8,65200E-004
     174,938  8,62000E-004
     175,188  8,69700E-004
     175,454  8,70900E-004
     175,704  8,78000E-004
     175,969  8,84300E-004
     176,219  8,87900E-004
     176,485  8,94100E-004
     176,735  9,00000E-004
     177,000  9,02600E-004
     177,250  9,03200E-004
     177,516  9,02300E-004
     177,766  9,04100E-004
     178,032  9,05700E-004
     178,282  9,07300E-004
     178,547  9,13600E-004
     178,797  9,18700E-004
     179,063  9,18900E-004
     179,313  9,26900E-004
     179,579  9,34100E-004
     179,829  9,41700E-004
     180,094  9,50700E-004
     180,344  9,49100E-004
     180,594  9,50000E-004
     180,860  9,59200E-004
     181,110  9,66300E-004
     181,360  9,65000E-004
     181,610  9,62600E-004
     181,875  9,67900E-004
     182,125  9,70600E-004
     182,375  9,71800E-004
     182,625  9,77000E-004
     182,891  9,77100E-004
     183,141  9,72100E-004
     183,391  9,77200E-004
     183,641  9,78500E-004
     183,907  9,86400E-004
     184,157  9,85700E-004
     184,407  9,88000E-004
     184,657  9,88900E-004
     184,922  9,97600E-004
     185,172  1,00090E-003
     185,422  1,00940E-003
     185,688  1,00710E-003
     185,938  1,00940E-003
     186,188  1,01560E-003
     186,438  1,02010E-003
     186,704  1,02560E-003
     186,954  1,03200E-003
     187,204  1,02660E-003
     187,469  1,03290E-003
     187,719  1,03890E-003
     187,969  1,04490E-003
     188,235  1,04960E-003
     188,485  1,05680E-003
     188,735  1,05720E-003
     189,000  1,06420E-003
     189,250  1,07100E-003
     189,500  1,07680E-003
     189,766  1,07500E-003
     190,016  1,07860E-003
     190,282  1,08000E-003
     190,532  1,08180E-003
     190,782  1,08870E-003
     191,047  1,08720E-003
     191,297  1,08400E-003
     191,547  1,08620E-003
     191,813  1,09100E-003
     192,063  1,09480E-003
     192,313  1,10410E-003
     192,579  1,10610E-003
     192,829  1,10580E-003
     193,094  1,11590E-003
     193,344  1,12310E-003
     193,594  1,12510E-003
     193,860  1,12430E-003
     194,110  1,13150E-003
     194,375  1,12740E-003
     194,625  1,12830E-003
     194,875  1,13120E-003
     195,141  1,13160E-003
